ATS System Code,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Borough Block Lot,Census Tract,Community District,Council District,NTA,NTA_Name,Principal Name,Principal Title,Principal Phone Number,Fax Number,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,Superintendent,Superintendent Title,Superintendent Location Code,Community School Sup Name,HighSchool Network Location Code,HighSchool Network Name,HighSchool Network Superintendent,Executive Superintendent Location code,Executive Superintendent Name,Executive Superintendent Title,BCO Location Code,BCO Location Name,BCO Executive Director,BCO Executive Director Title
17K241,K241,P.S. 241 Emma L. Johnston,3.317E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1931,Open,K241,976 PRESIDENT STREET,BROOKLYN,NY,11225,3011880001,21300,309,35,BK63,Crown Heights South,Frantz Lucius,Principal,718-636-4725,718-230-5468,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",CSD Superintendent Acting,K817,"ELLIS, CLARENCE",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K246,K246,M.S. 246 Walt Whitman,3.317E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1939,Open,K246,72 VERONICA PLACE,BROOKLYN,NY,11226,3051100025,79400,317,40,BK95,Erasmus,BENTLY WARRINGTON,Principal,718-282-5230,718-284-6429,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",CSD Superintendent Acting,K817,"ELLIS, CLARENCE",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K249,K249,P.S. 249 The Caton,3.317E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1951,Open,K249,18 MARLBOROUGH ROAD,BROOKLYN,NY,11226,3050750001,50600,314,40,BK42,Flatbush,ELISA BROWN,Principal,718-282-8828,718-284-5146,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",CSD Superintendent Acting,K817,"ELLIS, CLARENCE",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K289,K289,P.S. 289 George V. Brower,3.317E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05",Jul 1 1959,Open,K289,900 ST MARKS AVENUE,BROOKLYN,NY,11213,3012290028,34100,308,36,BK61,Crown Heights North,MARC MARDY,I.A. Principal,718-493-3824,718-467-3735,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",CSD Superintendent Acting,K817,"ELLIS, CLARENCE",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K316,K316,P.S. 316 Elijah Stroud,3.317E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1966,Open,K316,750 CLASSON AVENUE,BROOKLYN,NY,11238,3011670018,21500,308,35,BK64,Prospect Heights,Olga Maluf,Principal,718-638-4043,718-230-5366,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",CSD Superintendent Acting,K817,"ELLIS, CLARENCE",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K340,K340,I.S. 340,3.317E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Sep 17 1991,Open,K874,227 STERLING PLACE,BROOKLYN,NY,11238,3011640064,16300,308,35,BK64,Prospect Heights,Tamara Johnson,Principal,718-857-5516,718-230-5479,13,17,K817,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",CSD Superintendent Acting,K817,"ELLIS, CLARENCE",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K352,K352,Ebbets Field Middle School,3.317E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2005,Open,K320,46 MCKEEVER PLACE,BROOKLYN,NY,11225,3013010001,32500,309,35,BK63,Crown Heights South,JEANNE ROWE,I.A. Principal,718-941-5097,718-284-7973,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",CSD Superintendent Acting,K817,"ELLIS, CLARENCE",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K353,K353,Elijah Stroud Middle School,3.317E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2005,Open,K316,750 CLASSON AVENUE,BROOKLYN,NY,11238,3011670018,21500,308,35,BK64,Prospect Heights,Tricia Delauney,Principal,718-638-3067,718-638-3515,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",CSD Superintendent Acting,K817,"ELLIS, CLARENCE",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K354,K354,The School of Integrated Learning,3.317E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2005,Open,K390,1224 PARK PLACE,BROOKLYN,NY,11213,3013700029,34300,308,36,BK61,Crown Heights North,MONIQUE CAMPBELL,Principal,718-774-0362,718-774-0521,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",CSD Superintendent Acting,K817,"ELLIS, CLARENCE",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K375,K375,P.S. 375 Jackie Robinson School,3.317E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2001,Open,K320,46 MCKEEVER PLACE,BROOKLYN,NY,11225,3013010001,32500,309,35,BK63,Crown Heights South,Mecca Geters,Principal,718-693-6655,718-284-6433,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",CSD Superintendent Acting,K817,"ELLIS, CLARENCE",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K382,K382,Academy for College Preparation and Career Exploration: A College Board School,3.317E+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2006,Open,K465,911 FLATBUSH AVENUE,BROOKLYN,NY,11226,3051030010,79400,314,40,BK95,Erasmus,Joan Mosely,Principal,718-564-2566,718-564-2567,17,17,HS06,NA,"PRAYOR, MICHAEL",HS Superintendent,HS06,NA,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K394,K394,M.S. K394,3.317E+11,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1999,Open,K210,188 ROCHESTER AVENUE,BROOKLYN,NY,11213,3013670022,34700,308,36,BK61,Crown Heights North,SOJOURNER WELCH-DAVID,I.A. Principal,718-756-3164,718-756-3177,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",CSD Superintendent Acting,K817,"ELLIS, CLARENCE",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K397,K397,P.S. 397 Foster-Laurie,3.317E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1975,Open,K397,490 FENIMORE STREET,BROOKLYN,NY,11203,3048150020,81000,309,40,BK60,Prospect Lefferts Gardens-Wingate,Marie Casseus Monteau,Principal,718-774-5200,718-953-4856,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",CSD Superintendent Acting,K817,"ELLIS, CLARENCE",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K398,K398,P.S. 398 Walter Weaver,3.317E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1977,Open,K398,60 EAST 94 STREET,BROOKLYN,NY,11212,3045950215,88200,317,41,BK96,Rugby-Remsen Village,Ariana Butler Bass,I.A. Principal,718-774-4466,718-467-4018,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",CSD Superintendent Acting,K817,"ELLIS, CLARENCE",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K399,K399,P.S. 399 Stanley Eugene Clark,3.317E+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1981,Open,K399,2707 ALBEMARLE ROAD,BROOKLYN,NY,11226,3051110001,82400,317,40,BK95,Erasmus,Lakeasha Williams,Principal,718-693-3023,718-940-0702,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",CSD Superintendent Acting,K817,"ELLIS, CLARENCE",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K408,K408,Academy of Hospitality and Tourism,3.317E+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2006,Open,K465,911 FLATBUSH AVENUE,BROOKLYN,NY,11226,3051030010,79400,314,40,BK95,Erasmus,Shirley Miller,Principal,718-564-2580,718-564-2581,17,17,HS03,NA,"WALSH, FRED",HS Superintendent,HS03,NA,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",SS02,"DUNN, RECY",Executive Superintendent,AFSA,Affinity Schools NYCDOE Citywide Office,Carolyne Quintana,FSC Executive Director
17K484,K484,Ronald Edmonds Learning Center II,3.317E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2006,Open,K012,430 HOWARD AVENUE,BROOKLYN,NY,11233,3014570032,36300,316,41,BK79,Ocean Hill,Michele Luard,Principal,718-467-0306,718-953-0682,23,17,K817,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",CSD Superintendent Acting,K817,"ELLIS, CLARENCE",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K524,K524,International High School at Prospect Heights,3.317E+11,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",Sep 8 2004,Open,K440,883 CLASSON AVENUE,BROOKLYN,NY,11225,3011870001,21300,309,35,BK63,Crown Heights South,Nedda De Castro,Principal,718-230-6333,718-230-6322,17,17,HS12,NA,"Cheng, Alan",HS Superintendent,HS12,NA,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",SS02,"DUNN, RECY",Executive Superintendent,AFSA,Affinity Schools NYCDOE Citywide Office,Carolyne Quintana,FSC Executive Director
17K528,K528,The High School for Global Citizenship,3.317E+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,K440,883 CLASSON AVENUE,BROOKLYN,NY,11225,3011870001,21300,309,35,BK63,Crown Heights South,Michelle Rochon,Principal,718-230-6300,718-230-6301,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",CSD Superintendent Acting,K817,"ELLIS, CLARENCE",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K531,K531,"School for Human Rights, The",3.317E+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,K470,600 KINGSTON AVENUE,BROOKLYN,NY,11203,3048110001,81000,309,40,BK60,Prospect Lefferts Gardens-Wingate,NATASHA JACK,I.A. Principal,718-771-4793,718-771-4815,17,17,HS06,NA,"PRAYOR, MICHAEL",HS Superintendent,HS06,NA,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K532,K532,New Bridges Elementary,3.317E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2013,Open,K167,1025 EASTERN PARKWAY,BROOKLYN,NY,11213,3013890035,35300,308,35,BK61,Crown Heights North,Kevin Bowles,Principal,718-363-8200,718-363-8202,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",CSD Superintendent Acting,K817,"ELLIS, CLARENCE",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K537,K537,High School for Youth and Community Development at Erasmus,3.317E+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,K465,911 FLATBUSH AVENUE,BROOKLYN,NY,11226,3051030010,79400,314,40,BK95,Erasmus,Mary Prendergast,Principal,718-564-2470,718-564-2471,17,17,HS07,NA,"CINTRON, RICHARD",HS Superintendent,HS07,NA,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",SS02,"DUNN, RECY",Executive Superintendent,AFSA,Affinity Schools NYCDOE Citywide Office,Carolyne Quintana,FSC Executive Director
17K539,K539,High School for Service & Learning at Erasmus,3.317E+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,K465,911 FLATBUSH AVENUE,BROOKLYN,NY,11226,3051030010,79400,314,40,BK95,Erasmus,Denese Farkas,I.A. Principal,718-564-2551,718-564-2552,17,17,HS07,NA,"CINTRON, RICHARD",HS Superintendent,HS07,NA,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",SS02,"DUNN, RECY",Executive Superintendent,AFSA,Affinity Schools NYCDOE Citywide Office,Carolyne Quintana,FSC Executive Director
17K543,K543,"Science, Technology and Research Early College High School at Erasmus",3.317E+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12","06,07,08,09,10,11,12",Jul 1 2003,Open,K465,911 FLATBUSH AVENUE,BROOKLYN,NY,11226,3051030010,79400,314,40,BK95,Erasmus,ERIC BLAKE,Principal,718-564-2540,718-564-2541,17,17,HS03,NA,"WALSH, FRED",HS Superintendent,HS03,NA,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",SS02,"DUNN, RECY",Executive Superintendent,AFSA,Affinity Schools NYCDOE Citywide Office,Carolyne Quintana,FSC Executive Director
17K546,K546,High School for Public Service: Heroes of Tomorrow,3.317E+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2003,Open,K470,600 KINGSTON AVENUE,BROOKLYN,NY,11203,3048110001,81000,309,40,BK60,Prospect Lefferts Gardens-Wingate,Sean Rice,Principal,718-756-5325,718-363-3206,17,17,HS07,NA,"CINTRON, RICHARD",HS Superintendent,HS07,NA,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",SS02,"DUNN, RECY",Executive Superintendent,AFSA,Affinity Schools NYCDOE Citywide Office,Carolyne Quintana,FSC Executive Director
17K547,K547,Brooklyn Academy of Science and the Environment,3.317E+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2003,Open,K440,883 CLASSON AVENUE,BROOKLYN,NY,11225,3011870001,21300,309,35,BK63,Crown Heights South,Gail Lambert,Principal,718-230-6363,718-230-6370,17,17,HS07,NA,"CINTRON, RICHARD",HS Superintendent,HS07,NA,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",SS02,"DUNN, RECY",Executive Superintendent,AFSA,Affinity Schools NYCDOE Citywide Office,Carolyne Quintana,FSC Executive Director
17K548,K548,Brooklyn School for Music & Theatre,3.317E+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2003,Open,K440,883 CLASSON AVENUE,BROOKLYN,NY,11225,3011870001,21300,309,35,BK63,Crown Heights South,PAMELA RANDAZZO,Principal,718-230-6250,718-230-6262,17,17,HS07,NA,"CINTRON, RICHARD",HS Superintendent,HS07,NA,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",SS02,"DUNN, RECY",Executive Superintendent,AFSA,Affinity Schools NYCDOE Citywide Office,Carolyne Quintana,FSC Executive Director
17K568,K568,Brownsville Academy High School,3.317E+11,DOE,Transfer School,High school,"10,11,12","09,10,11,12",Sep 8 2004,Open,K907,1150 EAST NEW YORK AVENUE,BROOKLYN,NY,11212,3035080012,90000,316,41,BK81,Brownsville,Carol Ying,Principal,718-778-7305,718-778-7385,17,17,HS10,NA,"ROTONDO, PAUL",HS Superintendent,HS10,NA,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",SS09,"LISANTE, TIM",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K590,K590,Medgar Evers College Preparatory School,3.317E+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2000,Open,K590,1186 CARROLL STREET,BROOKLYN,NY,11225,3012890025,32100,309,35,BK63,Crown Heights South,MICHAEL WILTSHIRE,Principal,718-703-5400,718-703-5600,17,17,HS03,NA,"WALSH, FRED",HS Superintendent,HS03,NA,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",SS02,"DUNN, RECY",Executive Superintendent,AFSA,Affinity Schools NYCDOE Citywide Office,Carolyne Quintana,FSC Executive Director
17K600,K600,Clara Barton High School,3.317E+11,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1940,Open,K600,901 CLASSON AVENUE,BROOKLYN,NY,11225,3011870001,21300,309,35,BK63,Crown Heights South,RICHARD FORMAN,Principal,718-636-4900,718-857-3688,17,17,HS06,NA,"PRAYOR, MICHAEL",HS Superintendent,HS06,NA,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K646,K646,Aspirations Diploma Plus High School,3.317E+11,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2008,Open,K824,402 EASTERN PARKWAY,BROOKLYN,NY,11225,3012670001,32300,309,35,BK63,Crown Heights South,SHERMA FLEMING,Principal,718-773-7765,718-498-5264,17,17,HS10,NA,"ROTONDO, PAUL",HS Superintendent,HS10,NA,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",SS09,"LISANTE, TIM",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K705,K705,Brooklyn Arts and Science Elementary School,3.317E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2012,Open,K022,443 ST MARKS AVENUE,BROOKLYN,NY,11238,3011480050,30500,308,35,BK61,Crown Heights North,VALERIE MACEY,I.A. Principal,718-230-0851,NA,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",CSD Superintendent Acting,K817,"ELLIS, CLARENCE",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K722,K722,New Heights Middle School,3.317E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2012,Open,K391,790 EAST NEW YORK AVENUE,BROOKLYN,NY,11203,3048060001,87600,309,41,BK60,Prospect Lefferts Gardens-Wingate,Michael Wiebusch,I.A. Principal,718-467-4501,718-467-4506,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",CSD Superintendent Acting,K817,"ELLIS, CLARENCE",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K745,K745,Brooklyn Institute for Liberal Arts,3.317E+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2012,Open,K470,600 KINGSTON AVENUE,BROOKLYN,NY,11203,3048110001,81000,309,40,BK60,Prospect Lefferts Gardens-Wingate,ANN MARIE HENRY STEPHENS,Principal,718-221-1097,718-221-1794,17,17,HS06,NA,"PRAYOR, MICHAEL",HS Superintendent,HS06,NA,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
17K751,K751,Academy for Health Careers,3.317E+11,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2010,Open,K625,150 ALBANY AVENUE,BROOKLYN,NY,11213,3012160046,31100,308,36,BK61,Crown Heights North,Lisa Grevenberg,I.A. Principal,718-773-0128,718-773-0648,17,17,HS07,NA,"CINTRON, RICHARD",HS Superintendent,HS07,NA,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",SS02,"DUNN, RECY",Executive Superintendent,AFSA,Affinity Schools NYCDOE Citywide Office,Carolyne Quintana,FSC Executive Director
17K770,K770,P.S. 770 New American Academy,3.317E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2010,Open,K398,60 EAST 94 STREET,BROOKLYN,NY,11212,3045950215,88200,317,41,BK96,Rugby-Remsen Village,Jessica Saratovsky,Principal,718-221-5837,718-221-5947,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",CSD Superintendent Acting,K817,"ELLIS, CLARENCE",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
18K066,K066,P.S. 66,3.318E+11,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 2003,Open,K066,845 EAST 96 STREET,BROOKLYN,NY,11236,3081290060,97000,318,42,BK50,Canarsie,Tameeka McNeil,I.A. Principal,718-922-3505,718-922-3105,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",CSD Superintendent,K818,"WILKINS, BEVERLY",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
18K068,K068,I.S. 068 Isaac Bildersee,3.318E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1964,Open,K068,956 EAST 82 STREET,BROOKLYN,NY,11236,3080180001,95600,318,46,BK50,Canarsie,Merve Williams,Principal,718-241-4800,718-241-5582,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",CSD Superintendent,K818,"WILKINS, BEVERLY",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
18K114,K114,P.S. 114 Ryder Elementary,3.318E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1907,Open,K114,1077 REMSEN AVENUE,BROOKLYN,NY,11236,3081600022,96400,318,46,BK50,Canarsie,Latina Tention,I.A. Principal,718-257-4428,718-649-5216,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",CSD Superintendent,K818,"WILKINS, BEVERLY",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
18K115,K115,P.S. 115 Daniel Mucatel School,3.318E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1922,Open,K115,1500 EAST 92 STREET,BROOKLYN,NY,11236,3082560001,100800,318,46,BK50,Canarsie,JONATHAN LEE,Principal,718-241-1000,718-209-1714,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",CSD Superintendent,K818,"WILKINS, BEVERLY",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
18K135,K135,P.S. 135 Sheldon A. Brookner,3.318E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1923,Open,K135,684 LINDEN BOULEVARD,BROOKLYN,NY,11203,3046730001,87000,317,41,BK91,East Flatbush-Farragut,Trevlyn Mcrae,Principal,718-693-4363,718-941-0847,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",CSD Superintendent,K818,"WILKINS, BEVERLY",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
18K208,K208,P.S. 208 Elsa Ebeling,3.318E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1927,Open,K208,4801 AVENUE D,BROOKLYN,NY,11203,3047690025,84000,317,45,BK91,East Flatbush-Farragut,Nakoley Renville,Principal,718-629-1670,718-451-0185,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",CSD Superintendent,K818,"WILKINS, BEVERLY",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
18K211,K211,I.S. 211 John Wilson,3.318E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1958,Open,K211,1001 EAST 100 STREET,BROOKLYN,NY,11236,3082270001,98800,318,46,BK50,Canarsie,Carolyn James,Principal,718-251-4411,718-241-2503,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",CSD Superintendent,K818,"WILKINS, BEVERLY",NA,NA,NA,SS03,"FREEMAN, BARBARA",Executive Superintendent,KFSS,Brooklyn South NYCDOE Borough Office,Mauriciere de Govia,FSC Executive Director
